Sequence§Svd_0§Svd_1§Svd_2§Svd_3§Svd_4
SEQ_071§0.2967224495715213§-0.01529300387169232§0.12367020418355675§0.05972155567661648§0.02212321326580042
SEQ_072§0.22133049011786327§-0.035115388011070815§-0.11717621703086815§-0.09133202322154221§0.047898652111210444
SEQ_073§0.305990044300358§0.0006390625818336164§-0.02404342177898655§-0.002389123595588537§0.016231444056471367
SEQ_074§0.24437865633812458§0.19345688987368137§-0.1435241188862593§-0.20293683823658923§0.012182213443454387
SEQ_075§0.1611222927171355§-0.040002419150372205§0.007500475053356991§-0.08029491564827458§0.022425583252714005
SEQ_076§0.30857360425154634§-0.06787343763871154§0.04925633312190226§0.03561815849476476§0.09260968831369139
SEQ_077§0.24805747044935816§-0.20100677393838157§-0.08962698456015768§0.018739933486349867§-0.12586774748033927
SEQ_078§0.2800350712932143§-0.23638199442683105§-0.1378271515578011§-0.1260689957998118§0.11025832156538413
SEQ_079§0.2828973509274979§-0.12054000506975457§0.017351938746630807§-0.03435541814750776§-0.007939702955967763
SEQ_080§0.09475108009286459§-0.004731975492327825§-0.0042667029774032484§-0.005049261040914014§0.04631504441075851
SEQ_081§0.28767273272944416§0.15526190143089968§-0.08312319280701562§0.05027746577565728§-0.136041732286657
SEQ_082§0.28442929140592543§0.11590862556370496§-0.06065346902166067§-0.1258992784151227§-0.08083722031528953
SEQ_083§0.31525048829618885§0.09464064663353333§-0.052369201446653336§-0.09046598010537894§-0.08228543381588783
SEQ_084§0.2887803628219098§-0.005461673378973191§0.02389675384861302§0.20767686009109282§0.1950011039324799
SEQ_085§0.22988263630042788§-0.09928641639774854§-0.06693423508613554§0.044044953890279084§-0.1564895501990415
SEQ_086§0.196058138159764§-0.1819525049885346§-0.18509220862060746§-0.07877596703301924§-0.02891210501117547
SEQ_087§0.18052314024202906§-0.1129098623157734§-0.05032667963297419§-0.03981269442760236§0.062415318979329996
SEQ_088§0.16536939020307292§0.023032592773686127§-0.0326965108282281§-0.09141118227865516§-0.14215206389506638
SEQ_089§0.1300505895814134§-0.15798933501111947§-0.09383187838345233§-0.08741346137025098§-0.0010036645848286766
SEQ_090§0.29289369076422167§-0.05082467895169921§0.17178929266736603§-0.022828848271057318§-0.05887826252876476
SEQ_091§0.21529917181972805§0.1075275481960899§-0.045699046851685805§-0.002845386779759009§0.02836614533315762
SEQ_092§0.2992837311162275§0.16857769039854115§-0.06906303534230693§0.04314468632575604§0.024321042568303756
SEQ_093§0.294787401324477§-0.027517098053423925§0.08614361986747698§0.09884310037015673§0.10309854976170238
SEQ_094§0.17420012239508634§-0.016928759544320913§0.12906568854811581§0.038103886017917254§-0.08364926641130437
SEQ_095§0.16659339662067152§-0.15203054760298904§-0.14725928367916696§-0.18360782578546386§0.011772261274223325
SEQ_096§0.24376254767887243§-0.04493127410359744§-0.02095361003854361§0.05171081026441322§0.04867806907284533
SEQ_097§0.3279099640012956§0.0006524454164426284§0.05939852355773539§0.18580516083185256§0.04240924328299187
SEQ_098§0.19427774836249545§-0.044644068089931925§-0.10369923632153685§0.09490098480827254§-0.12241202965163174
SEQ_099§0.21381916625088582§-0.08840031126771772§0.10510637213433613§-0.05689878766721658§-0.03346731424204162
SEQ_100§0.40045276393359447§-0.05746963185470448§0.2315003416848037§-0.15124206660998518§0.22754400375963024
SEQ_101§0.2659804881804787§0.04745219627083403§0.011606188273443882§-0.0005698822019925654§-0.0860187509167034
SEQ_102§0.2734850459399733§-0.04784557643551413§-0.0854824836170832§0.10509500800461276§0.04130499565701322
SEQ_103§0.23520033052493597§0.01363325816556206§-0.04317948334363408§-0.10541412158914548§-0.02920339858409718
SEQ_104§0.17420072107590281§0.0024561288628332954§0.025974867278646983§-0.121183838146618§-0.05055984737016187
SEQ_105§0.32245381008747215§0.0733432015249954§0.3072874941426233§-0.11439765452630093§-0.12866457026840544
SEQ_106§0.20095644829620127§-0.02745520266868018§0.07154537257604351§-0.0880606678829665§-0.016450852170729096
SEQ_107§0.3490436069216262§-0.040011859233950835§0.20058731737180502§-0.0759312344792157§0.039100305181962
SEQ_108§0.28195967314913534§0.08151060154769596§-0.04623630425370813§0.11231604331283147§-0.0035643343636684766
SEQ_109§0.2833867729676181§-0.08883422747419832§0.04290138342207867§0.06137628105346526§0.3172757276498366
SEQ_110§0.2612194181286681§0.016095273805477466§0.11068757505966173§-0.1288357543981231§-0.16519827586710997
SEQ_111§0.2601057063189676§-0.04073363827432943§0.049799800777856375§0.16192665786068564§-0.04798874638944615
SEQ_112§0.3061654891842946§0.014256523863750802§0.25325051375990887§-0.1500357099301023§-0.021670008027986676
SEQ_113§0.19554561172420548§0.04680776708119033§-0.12505028111648517§0.0908727359153144§0.004660231472576528
SEQ_114§0.11785021952356821§-0.16496957586200575§-0.07782854192242877§0.08228130850117131§-0.1522877046804733
SEQ_115§0.1622774381518991§-0.08822795908571324§0.029670629392563316§0.007582602299446642§-0.030968735186937667
SEQ_116§0.339426613122441§-0.10403188973790321§0.027163948179922265§0.2503862278679031§-0.19138046456139723
SEQ_117§0.14247349256997707§-0.03391341789104031§-0.027219917966542728§0.13246364295896879§-0.09150153246138486
SEQ_118§0.2834926190199714§-0.07528638769811434§0.06988864085752002§-0.07323752653357654§0.20399360743557224
SEQ_119§0.11429557929735033§-0.06258881126896887§0.08173912303480402§-0.059747306852866416§-0.09548365963037485
SEQ_120§0.24407281516240859§-0.13833655023686428§-0.1259531828269435§0.09588367766942513§-0.10770271573800758
SEQ_121§0.2984235439434251§0.08663540936918175§0.042082452443209004§0.08349252737882294§-0.005829952876849796
SEQ_122§0.34665993840209247§0.04173007902885515§0.167771824968568§-0.1607693135896099§-0.11479053058252
SEQ_123§0.430869366395409§-0.052137248192687925§0.15366510695090013§0.07391573076825389§-0.18304727340641266
SEQ_124§0.2148566654105515§-0.016379369122261615§0.09384363543713016§0.048922368920877736§0.0023053458582067347
SEQ_125§0.3105644668501899§0.22825678612254063§-0.10061570523643124§0.007738771990825871§-0.013519675595226691
SEQ_126§0.2589478823924949§0.08705210875869036§-0.008036542931541074§0.017581087376317108§-0.15082190259814157
SEQ_127§0.18275495778822645§-0.00533126761019931§0.03915995767121512§-0.1693085770651999§-0.02119893016818599
SEQ_128§0.09583522783412896§-0.11088749771778103§-0.052465792097967826§-0.019199627240814462§-0.04895112992060037
SEQ_129§0.2462820752100327§0.003008849181245833§0.04219906208197547§-0.08663739909037634§0.1869775938010522
SEQ_130§0.15905479561659502§-0.05791477768310888§0.09026208144423348§-0.02416732459205418§0.05199612260607292
SEQ_131§0.19191308651914785§-0.024003058067342847§-0.005834187426777461§0.03998815343372178§0.06826866429099464
SEQ_132§0.10239884011743616§-0.18932616081555156§-0.09558854205808201§-0.02372924676886766§-0.025388514596503087
SEQ_133§0.08895017126609303§-0.06756637250039292§-0.0671481042274997§0.04518176835027991§-0.09324238849823334
SEQ_134§0.3878970379065848§0.04487923345361256§0.23796103678069397§-0.16073062786811376§-0.0800304406824174
SEQ_135§0.21756301136698064§0.2089378009610562§-0.07944141808568461§0.032078013825348736§0.0009849738753378412
SEQ_136§0.1893909670720095§0.1343861971043944§-0.0727377355501796§-0.1559488380884172§0.08950206888894036
SEQ_137§0.3708140718778495§-0.2481326648875736§-0.19473128167917508§-0.0037808865466001356§0.07411515965914088
SEQ_138§0.4115834920232889§-0.08714092060405901§0.03200692459581287§0.09552891599389086§0.05569001269869187
SEQ_139§0.10564642040869357§0.014901340273725696§-0.04617423706333958§-0.08076403643928498§-0.047701832821349786
SEQ_140§0.23334451301848214§-0.02505864936195059§-0.022334386921882877§0.04760480204661667§-0.12534671438648545
SEQ_141§0.3057362547609799§0.055483129371845415§0.16000917332079334§-0.0708130856586849§-0.06461413129749365
SEQ_142§0.2576253027367265§0.05546722412742799§-0.04185190748594829§0.062204627182428196§-0.01333462755845013
SEQ_143§0.31486409103155993§-0.06805627503649617§0.12806109482592568§0.004433197105045615§-0.05535125574005403
SEQ_144§0.24359314969938692§-0.019314044077220257§0.08530021563351645§-0.10646442025050537§0.03219185561727448
SEQ_145§0.39351624022623105§-0.031987003442770265§0.17254162523709643§0.009085491553282655§0.11099594845795968
SEQ_146§0.2823640909902847§0.013781587590650618§0.006457671114171615§0.04993981381706519§0.2779644348756242
SEQ_147§0.1729008766716261§-0.1325796962572825§-0.062401792498417624§-0.07349541264784173§0.07477116087392414
SEQ_148§0.20161948080170303§-0.06352744062599416§0.074938209459547§0.08451694039337956§-0.05011753009558435
SEQ_149§0.21482356995431176§0.044411113731290204§-0.06020742305226624§-0.08916556421015633§-0.02125230297827323
SEQ_150§0.3269251279970821§0.011895259116801334§0.03357689123208412§0.3109738556369603§-0.03087250373070461
SEQ_151§0.2664362847572942§-0.19857851699346402§-0.010874447501219653§-0.052092782838132005§0.05429809868549312
SEQ_152§0.05317870575995986§-0.06651255488042412§-0.06540219691761864§-8.626706816421831e-05§-0.0017677196090196262
SEQ_153§0.1779647275664851§-0.12406245443647271§-0.0869748146027844§0.03401769138337493§-0.01382707004166095
SEQ_154§0.0908310921403978§-0.09073309043006207§-0.11352497106897862§-0.12941631751185723§-0.022539074782905615
SEQ_155§0.2982612124130097§-0.03690539865539565§0.08283013362068074§0.12789069975498354§-0.053281491643646366
SEQ_156§0.22454203607234818§0.016206368190281237§-0.03403289953237897§0.04751097855694989§-0.08135917793026695
SEQ_157§0.41848530841127424§0.010321425448038437§0.25417455299437425§-0.09529776618618543§-0.051464028215233805
SEQ_158§0.17762159373584405§-0.1030697872509757§0.05711186422764662§-0.10868362437459415§0.02205162162661948
SEQ_159§0.3970079394868569§0.1518513572673214§-0.15925619637538002§0.10306232481152754§0.17644171296249503
SEQ_160§0.12001588050666737§-0.11524363487294927§-0.06613139244331144§0.08601159204242673§-0.16424322364490362
SEQ_161§0.33193035513831254§0.21589177304031343§0.0661089463932953§-0.14136747080544956§-0.10599156186810044
SEQ_162§0.12308908034733179§0.017822857126532102§-0.038375192046387986§-0.12480821245009614§0.00876140295256337
SEQ_163§0.25910300180852774§-0.1791101425235949§0.020341852587289§0.001965855687126638§0.2475982808141665
SEQ_164§0.5234502654055608§-0.002342916788649054§-0.10035283845008168§0.30019025168068775§-0.002016068783709103
SEQ_165§0.2014447623268666§-0.05356497007191333§-0.05286568004567119§-0.04716564781723593§0.027758102837257617
SEQ_166§0.3589106810082123§-0.10199101825796783§0.06676331934462497§0.21303743775574457§-0.03400537038027862
SEQ_167§0.25353587050147003§-0.08943220875596962§0.018531398068071303§0.051364462881237145§0.0036380517209667397
SEQ_168§0.2812026079004523§0.00921185543062694§0.07575845010437084§-0.08424452371650394§0.10423361282185363
SEQ_169§0.20304723181379963§0.08618856428941808§0.009397274499628986§-0.0030275882321166812§-0.062208753403125976
SEQ_170§0.24921805872438568§-0.01920160996998562§0.007366279328967213§0.07278174980701008§0.1702066428943018
SEQ_171§0.13268797922559267§-0.10809118683993638§0.0006170698715688628§-0.0018673779594205442§0.09357775498545158
SEQ_172§0.13741865632047834§-0.15199873795955557§-0.15669810877249044§-0.1600186429319791§0.030523233374428207
SEQ_173§0.22552844063988448§0.07707040057674026§0.04749532031057539§0.12390098973600239§-0.07024414948392659
SEQ_174§0.21850401500524813§-0.19928277970179212§-0.07225039262677092§-0.012749335319857212§-0.08167090285039127
SEQ_175§0.21481840370607985§-0.0074124466796719165§0.023019558315964212§-0.09541098629719748§-0.026517315949589542
SEQ_176§0.20679964912553384§0.020201818307058278§-0.029054132017144428§-0.025434086356197445§-0.005868962774752339
SEQ_177§0.2845808894335251§0.015063130717375611§-0.05400825521084923§0.02474620302911038§0.0005561345041255477
SEQ_178§0.20457457368960494§0.12647736244921248§-0.005109559102416576§0.010207170996920575§-0.1150800199174679
SEQ_179§0.22733088895435705§-0.13970529617357538§-0.13233764600724376§-0.08486269106065925§-0.06274014886025582
SEQ_180§0.2648845234675433§0.020768064228969513§0.1746594960537471§-0.037321923876011576§-0.12078067305401544
SEQ_181§0.2299722231250097§0.11290010168458599§-0.09416639627340498§-0.03130802741267521§0.000742201331694648
SEQ_182§0.18999563173914252§-0.06134056529050407§-0.004359511815778728§-0.060815180440462475§-0.04895651669450632
SEQ_183§0.27626584893045647§-0.030508271103459186§0.17128833390218617§-0.08465570871389891§-0.10656063970409031
SEQ_184§0.24101075326384713§-0.1744489113814585§-0.10060541332560097§0.009706940087840947§-0.1007803551401132
SEQ_185§0.24475514039626764§-0.0442090234733339§-0.14457156236873075§0.05872538221417431§0.0003667648206319728
SEQ_186§0.33385417630020287§-0.016290350303155784§0.14199173637158047§0.006870914361280137§0.03077817978902834
SEQ_187§0.28276722646649755§-0.020762599058442105§-0.06954807652689893§0.2777324519841245§-0.09909748412123967
SEQ_188§0.3002641693564108§-0.1396503663901503§-0.042698383272543695§0.09001614277362988§-0.03876131765896757
SEQ_189§0.24042014390132319§-0.020390676997207625§0.06011848344265752§-0.008351731783103155§0.18257413256641913
SEQ_190§0.21026126775598228§-0.03573966654617502§-0.01063419971880478§0.03946365839129539§-0.011112218758631982
SEQ_191§0.09126440464778757§-0.12177336063377177§-0.007839822045032417§-0.11355182793734184§0.17304447401613587
SEQ_192§0.2473062893213686§-0.12058941701349629§-0.06470745430465479§-0.028871245511325274§0.06896074527621522
SEQ_193§0.18141419249038893§-0.017215002152217627§-0.038021386193137045§-0.05032075768005484§0.08079198145237537
SEQ_194§0.27182417896218125§-0.09769194322519362§-0.0010792592786136978§0.06505024637382514§0.09749401629547161
SEQ_195§0.3359664222501874§0.025945263369963726§0.1669518110030984§-0.14518126592686406§-0.1454240010893497
SEQ_196§0.2957656469896827§0.0393184809810536§-0.12173130745449351§0.03535677989535834§0.14423187164824763
SEQ_197§0.25135560117904404§-0.08257579272421858§0.10867979126983215§-0.04938234214053622§-0.02633128761404286
SEQ_198§0.36508108656426286§-0.050852693872180915§0.023188177922804525§0.14652553619414152§-0.07560781497204323
SEQ_199§0.2847939605704096§-0.06942988544850824§-0.010257277309258066§0.10816098894133845§-0.20222363536977905
SEQ_200§0.2392141386138719§-0.12397835968078535§-0.051993069297510165§0.030672123560526298§-0.03639610471911692
SEQ_201§0.19883095072645354§-0.12877988565953302§-0.15646435417765378§-0.0727089619568298§0.1639857038186229
SEQ_202§0.20334073394440022§-0.2567398122175917§-0.12246565456854692§0.05532175057442166§-0.1667173257719813
SEQ_203§0.2950650191072889§-0.060129084440549325§-0.11481993294057151§0.056417463697714054§-0.12364819869199431
SEQ_204§0.21501454453102653§0.0607537088386092§0.05753299576305101§-0.0855106005218079§-0.10459306710062782
SEQ_205§0.19373620538069045§-0.09785505589975622§0.0262593462587004§0.027218308390844274§0.04655211483158262
SEQ_206§0.3027977406915293§0.1021770119528666§0.021773729859836943§0.10473315523756073§-0.16112642216789086
SEQ_207§0.22665370643923838§-0.0873168502977447§-0.08416485284231535§0.0856746942014434§-0.12722717998326136
SEQ_208§0.28477074386262774§-0.08718627784977584§-0.037215164077615805§0.08280525520468641§0.104249949793968
SEQ_209§0.27155788419541094§0.20101287313455515§-0.008041724635053517§-0.07305487548846402§-0.08445906834360374
SEQ_210§0.19693148481008643§-0.10791351873861225§-0.02793846034531206§-0.0040664238055522686§-0.04669548051403402
SEQ_211§0.28064846374004§0.04172647596975297§0.047857895878698965§0.04731067661542862§0.007977472572992701
SEQ_212§0.2224745640741692§0.1412904751529017§-0.047422167235472254§0.0482666697676972§0.0879259460143822
SEQ_213§0.1756037917563734§-0.18003857439339074§-0.08270441497011835§-0.039163926857238275§0.08385078209080586
SEQ_214§0.1264244147448158§0.07309297036362983§-0.04967106769454627§-0.033002903651711574§-0.06723404763126246
SEQ_215§0.1939392676423175§0.1053131359722649§-0.06442619241433256§0.039097062080200466§-0.022598993135119955
SEQ_216§0.1391730765816998§-0.08586851622121677§-0.06045531430535078§-0.0821537463432453§0.04200983957177425
SEQ_217§0.30390397314346573§-0.027623690483690868§0.06113687275903065§0.1784161047513584§0.13361471064375338
SEQ_218§0.1266853438678439§-0.14116605574635946§-0.08635118296077653§0.1257833788963567§-0.14475766301707263
SEQ_219§0.5273709119079203§0.06224038624526265§-0.06389248349122119§-0.017650008475108763§0.2112451309953434
SEQ_220§0.2345197882424138§-0.15519328173199787§-0.09155562308923161§-0.024115226826553964§-0.04554679330784092
SEQ_221§0.35446815437994017§-0.05711388453985527§0.0642147068122365§-0.07217350174532561§0.0064578543262278215
SEQ_222§0.40957027355332704§0.027486830249342616§0.18442600138592102§-0.160013155992511§0.058038356305114606
SEQ_223§0.3361601725323975§0.015236156171172204§0.19788183799057435§0.04983140273616164§0.0577372893118752
SEQ_224§0.2628853804655601§-0.06119945496560859§-0.028334375104309133§0.06936831861803656§-0.03627803286414894
SEQ_225§0.29147897333687417§0.178381996554276§-0.08552865275799441§0.03592763603207925§-0.07186645585686682
SEQ_226§0.1810221052819818§-0.024525289260395867§0.14218507829999455§-0.06772654268429065§0.03703167106192131
SEQ_227§0.30488644798490977§0.02590392797499044§0.032802230757906496§0.14795428247191622§0.014434287040276854
SEQ_228§0.282362696957604§0.08940060232087459§0.07414157090598987§0.0028989171395616847§0.020442633974167068
SEQ_229§0.20797418759959432§0.19577782729262452§-0.13435877897720058§0.034684148547752876§-0.0831743205481205
SEQ_230§0.12328057236777289§-0.23434822395179722§-0.13739502951637922§-0.21158960421407874§-0.0022691064004846887
SEQ_231§0.23646286262674865§0.08201254027403039§-0.02948077984923763§-0.046353283671578566§0.12411228487201136
SEQ_232§0.2116526709070849§-0.14460219782622216§0.04273927221707203§0.0889390344210742§-0.041013995553994945
SEQ_233§0.28467145198304616§-0.030392340951976154§0.04741497744271551§0.009739801013036217§0.22131638759076475
SEQ_234§0.2319896075739714§0.2050114822714014§-0.17364119220570995§-0.16051437380148398§-0.02782998816211438
SEQ_235§0.348493879599398§-0.10480886215286728§0.023468678978914723§0.11805680561028922§0.02115836333458906
SEQ_236§0.2030210823709133§-0.056877637042260946§-0.006393063815713254§0.09880014425461184§0.06559551965979926
SEQ_237§0.16273070208314772§0.18670035973786525§-0.11947438204516121§-0.03325173112091989§-0.04436141425930416
SEQ_238§0.24153370107877795§0.11266003644192628§-0.09428005142187394§-0.05647943346720174§-0.06915144372268098
SEQ_239§0.247384297280494§-0.06339336926073322§-0.0598112928323354§-0.04651810552196467§-0.09375770815096003
SEQ_240§0.43601815953647777§0.15564769412225612§-0.04977537628712716§0.006244838539221995§0.03378349017470722
SEQ_241§0.3901116079399278§0.0449185347999066§-0.05157396912418259§-0.1265049049609577§0.051696675096148205
SEQ_242§0.28119230332651063§-0.023040797264009344§0.20999315150604358§-0.06516982821909108§0.019325328970680986
SEQ_243§0.17437940639604485§-0.15317222363589994§-0.053024332775788115§-0.07893990882200669§-0.12001375488010525
SEQ_244§0.2601130913593668§-0.1139434131607391§0.17703564149931295§-0.06751678549641212§0.0544527299223185
SEQ_245§0.15080841368336587§-0.005710767457468332§-0.022967157123143934§-0.10360804425119856§-8.034773559309515e-05
SEQ_246§0.17983320692634475§0.03173769258416579§-0.003945906703178546§0.10756347582213219§-0.08147064041694131
SEQ_247§0.08915342730551824§-0.03445107968309605§-0.029368002140404005§-0.05222743268511845§-0.0331106639349113
SEQ_248§0.2501534284828751§0.030008349946464213§-0.05100170154751606§0.03922717533334339§0.04813123429580398
SEQ_249§0.2740356730410269§-0.01045169233900133§0.1251933619614185§0.04444314488543866§0.11384018149000266
SEQ_250§0.25872039572563893§-0.07475502369384332§0.023130129735194307§0.1488835240379887§0.07462900749167779
SEQ_251§0.2117764940346711§0.028664249833372044§0.1443319940483661§-0.16906014960552793§-0.06028001486539138
SEQ_252§0.21972849922944274§-0.05692122502982321§0.005250593981865783§0.12253080777434427§-0.0653627844879688
SEQ_253§0.2756629638093308§0.04628325960352159§-0.07979071138278242§0.1877773453234867§0.07651618565954198
SEQ_254§0.23601803365786864§-0.1652554253315852§-0.0017615280913087846§-0.029712969151897976§0.06892428305676528
SEQ_255§0.19648399304937106§0.04070102189320327§-0.03925596249458713§-0.08112639861047949§0.024158243942399554
SEQ_256§0.15592394432979162§-0.09354619803447611§-0.06813043795043892§0.003700824135005997§-0.10794860239717984
